timestamp,target_timestamp,callback_time
144317.200000000,144317.216666667,144317.217133292
144317.216666667,144317.233333333,144317.233799958
144317.233333333,144317.250000000,144317.250458875
144317.250000000,144317.266666667,144317.267151833
144317.266666667,144317.283333333,144317.283820875
144317.283333333,144317.300000000,144317.300477292
144317.300000000,144317.316666667,144317.317174417
144317.316666667,144317.333333333,144317.333813500
144317.333333333,144317.350000000,144317.350483833
144317.350000000,144317.366666667,144317.367146333
144317.366666667,144317.383333333,144317.383808708
144317.383333333,144317.400000000,144317.400492958
144317.400000000,144317.416666667,144317.417168500
144317.416666667,144317.433333333,144317.433819125
144317.433333333,144317.450000000,144317.450475667
144317.450000000,144317.466666667,144317.467159542
144317.466666667,144317.483333333,144317.483858542
144317.483333333,144317.500000000,144317.500495458
144317.500000000,144317.516666667,144317.517217833
144317.516666667,144317.533333333,144317.533855708
144317.533333333,144317.550000000,144317.550505750
144317.550000000,144317.566666667,144317.567182208
144317.566666667,144317.583333333,144317.583817083
144317.583333333,144317.600000000,144317.600485500
144317.600000000,144317.616666667,144317.617150875
144317.616666667,144317.633333333,144317.633814125
144317.633333333,144317.650000000,144317.650503792
144317.650000000,144317.666666667,144317.667165542
144317.666666667,144317.683333333,144317.683901583
144317.683333333,144317.700000000,144317.700468958
144317.700000000,144317.716666667,144317.717131583
144317.716666667,144317.733333333,144317.733797792
144317.733333333,144317.750000000,144317.750467792
144317.750000000,144317.766666667,144317.767135250
144317.766666667,144317.783333333,144317.783790583
144317.783333333,144317.800000000,144317.800486708
144317.800000000,144317.816666667,144317.817132875
144317.816666667,144317.833333333,144317.833811958
144317.833333333,144317.850000000,144317.850524708
144317.850000000,144317.866666667,144317.867136542
144317.866666667,144317.883333333,144317.883803917
144317.883333333,144317.900000000,144317.900468583
144317.900000000,144317.916666667,144317.917132042
144317.916666667,144317.933333333,144317.933798250
144317.933333333,144317.950000000,144317.950466083
144317.950000000,144317.966666667,144317.967138792
144317.966666667,144317.983333333,144317.983800833
144317.983333333,144318.000000000,144318.000474167
144318.000000000,144318.016666667,144318.017134083
144318.016666667,144318.033333333,144318.033800625
144318.033333333,144318.050000000,144318.050461917
144318.050000000,144318.066666667,144318.067135250
144318.066666667,144318.083333333,144318.083841750
144318.083333333,144318.100000000,144318.100466625
144318.100000000,144318.116666667,144318.117140375
144318.116666667,144318.133333333,144318.133810917
144318.133333333,144318.150000000,144318.150461417
144318.150000000,144318.166666667,144318.167131375
144318.166666667,144318.183333333,144318.183807792
144318.183333333,144318.200000000,144318.200471042
144318.200000000,144318.216666667,144318.217143292
144318.216666667,144318.233333333,144318.233803083
144318.233333333,144318.250000000,144318.250480042
144318.250000000,144318.266666667,144318.267131333
144318.266666667,144318.283333333,144318.283806125
144318.283333333,144318.300000000,144318.300466000
144318.300000000,144318.316666667,144318.317138917
144318.316666667,144318.333333333,144318.333805000
144318.333333333,144318.350000000,144318.350475125
144318.350000000,144318.366666667,144318.367151500
144318.366666667,144318.383333333,144318.383832125
144318.383333333,144318.400000000,144318.404774958
144318.400000000,144318.416666667,144318.460769792
144318.465951417,144318.482618083,144318.467140250
144318.483333333,144318.500000000,144318.500515083
144318.500000000,144318.516666667,144318.517147583
144318.516666667,144318.533333333,144318.533825417
144318.533333333,144318.550000000,144318.550494583
144318.550000000,144318.566666667,144318.567155417
144318.566666667,144318.583333333,144318.583828500
144318.583333333,144318.600000000,144318.600474083
144318.600000000,144318.616666667,144318.617144667
144318.616666667,144318.633333333,144318.633810042
144318.633333333,144318.650000000,144318.650487625
144318.650000000,144318.666666667,144318.667149333
144318.666666667,144318.683333333,144318.683806750
144318.683333333,144318.700000000,144318.700472875
144318.700000000,144318.716666667,144318.717135458
144318.716666667,144318.733333333,144318.733808083
144318.733333333,144318.750000000,144318.750478667
144318.750000000,144318.766666667,144318.767143958
144318.766666667,144318.783333333,144318.783814750
144318.783333333,144318.800000000,144318.800474750
144318.800000000,144318.816666667,144318.817144417
144318.816666667,144318.833333333,144318.833809458
144318.833333333,144318.850000000,144318.850477083
144318.850000000,144318.866666667,144318.867133458
144318.866666667,144318.883333333,144318.883792125
144318.883333333,144318.900000000,144318.900490583
144318.900000000,144318.916666667,144318.917151792
144318.916666667,144318.933333333,144318.933825667
144318.933333333,144318.950000000,144318.950482292
144318.950000000,144318.966666667,144318.967142667
144318.966666667,144318.983333333,144318.983811167
144318.983333333,144319.000000000,144319.000456625
144319.000000000,144319.016666667,144319.017146750
144319.016666667,144319.033333333,144319.033822542
144319.033333333,144319.050000000,144319.050490292
144319.050000000,144319.066666667,144319.067145708
144319.066666667,144319.083333333,144319.083816958
144319.083333333,144319.100000000,144319.100492250
144319.100000000,144319.116666667,144319.117145833
144319.116666667,144319.133333333,144319.133857542
144319.133333333,144319.150000000,144319.150489167
144319.150000000,144319.166666667,144319.167153958
144319.166666667,144319.183333333,144319.183820708
144319.183333333,144319.200000000,144319.200504792
144319.200000000,144319.216666667,144319.217183708
144319.216666667,144319.233333333,144319.233844125
144319.233333333,144319.250000000,144319.250482042
144319.250000000,144319.266666667,144319.267149250
144319.266666667,144319.283333333,144319.283796375
144319.283333333,144319.300000000,144319.300468417
144319.300000000,144319.316666667,144319.317132083
144319.316666667,144319.333333333,144319.333801042
144319.333333333,144319.350000000,144319.350473000
144319.350000000,144319.366666667,144319.367128250
144319.366666667,144319.383333333,144319.383832500
144319.383333333,144319.400000000,144319.400466208
144319.400000000,144319.416666667,144319.417130083
144319.416666667,144319.433333333,144319.433802792
144319.433333333,144319.450000000,144319.450483000
144319.450000000,144319.466666667,144319.467139042
144319.466666667,144319.483333333,144319.483809208
144319.483333333,144319.500000000,144319.500462708
144319.500000000,144319.516666667,144319.517132833
144319.516666667,144319.533333333,144319.533825417
144319.533333333,144319.550000000,144319.550485000
144319.550000000,144319.566666667,144319.567149583
144319.566666667,144319.583333333,144319.583815375
144319.583333333,144319.600000000,144319.600488333
144319.600000000,144319.616666667,144319.617173625
144319.616666667,144319.633333333,144319.633818292
144319.633333333,144319.650000000,144319.650491000
144319.650000000,144319.666666667,144319.667158125
144319.666666667,144319.683333333,144319.683820042
144319.683333333,144319.700000000,144319.700477625
144319.700000000,144319.716666667,144319.717190625
144319.716666667,144319.733333333,144319.733828375
144319.733333333,144319.750000000,144319.750489958
144319.750000000,144319.766666667,144319.767157583
144319.766666667,144319.783333333,144319.783853000
144319.783333333,144319.800000000,144319.800496708
144319.800000000,144319.816666667,144319.817160750
144319.816666667,144319.833333333,144319.833829792
144319.833333333,144319.850000000,144319.850463417
144319.850000000,144319.866666667,144319.867131583
144319.866666667,144319.883333333,144319.883796708
144319.883333333,144319.900000000,144319.900462458
144319.900000000,144319.916666667,144319.917131125
144319.916666667,144319.933333333,144319.933813500
144319.933333333,144319.950000000,144319.950459042
144319.950000000,144319.966666667,144319.967127750
144319.966666667,144319.983333333,144319.983794458
144319.983333333,144320.000000000,144320.000471375
144320.000000000,144320.016666667,144320.017136625
144320.016666667,144320.033333333,144320.033808417
144320.033333333,144320.050000000,144320.050455917
144320.050000000,144320.066666667,144320.067129875
144320.066666667,144320.083333333,144320.083800708
144320.083333333,144320.100000000,144320.100467625
144320.100000000,144320.116666667,144320.117119500
144320.116666667,144320.133333333,144320.133801625
144320.133333333,144320.150000000,144320.150491250
144320.150000000,144320.166666667,144320.167132375
144320.166666667,144320.183333333,144320.183797083
144320.183333333,144320.200000000,144320.200468917
144320.200000000,144320.216666667,144320.217133042
144320.216666667,144320.233333333,144320.233804375
144320.233333333,144320.250000000,144320.250469708
144320.250000000,144320.266666667,144320.267134042
144320.266666667,144320.283333333,144320.283823667
144320.283333333,144320.300000000,144320.300494125
144320.300000000,144320.316666667,144320.317154250
144320.316666667,144320.333333333,144320.333818417
144320.333333333,144320.350000000,144320.350496500
144320.350000000,144320.366666667,144320.367155167
144320.366666667,144320.383333333,144320.383822417
144320.383333333,144320.400000000,144320.400485417
144320.400000000,144320.416666667,144320.417143958
144320.416666667,144320.433333333,144320.433814917
144320.433333333,144320.450000000,144320.450478625
144320.450000000,144320.466666667,144320.467142125
144320.466666667,144320.483333333,144320.483814917
144320.483333333,144320.500000000,144320.500482250
144320.500000000,144320.516666667,144320.517154750
144320.516666667,144320.533333333,144320.533827042
144320.533333333,144320.550000000,144320.550492250
144320.550000000,144320.566666667,144320.567147917
144320.566666667,144320.583333333,144320.583817083
144320.583333333,144320.600000000,144320.600494458
144320.600000000,144320.616666667,144320.617163250
144320.616666667,144320.633333333,144320.633819583
144320.633333333,144320.650000000,144320.650492458
144320.650000000,144320.666666667,144320.667154292
144320.666666667,144320.683333333,144320.683818292
144320.683333333,144320.700000000,144320.700490333
144320.700000000,144320.716666667,144320.717154542
144320.716666667,144320.733333333,144320.733825708
144320.733333333,144320.750000000,144320.750488583
144320.750000000,144320.766666667,144320.767172875
144320.766666667,144320.783333333,144320.783830375
144320.783333333,144320.800000000,144320.800983250
144320.800000000,144320.816666667,144320.817140708
144320.816666667,144320.833333333,144320.833820167
144320.833333333,144320.850000000,144320.850484708
144320.850000000,144320.866666667,144320.867166375
144320.866666667,144320.883333333,144320.883826792
144320.883333333,144320.900000000,144320.900491833
144320.900000000,144320.916666667,144320.917184667
144320.916666667,144320.933333333,144320.933831083
144320.933333333,144320.950000000,144320.950500833
144320.950000000,144320.966666667,144320.967161833
144320.966666667,144320.983333333,144320.983825500
144320.983333333,144321.000000000,144321.000496542
144321.000000000,144321.016666667,144321.017168042
144321.016666667,144321.033333333,144321.033836833
144321.033333333,144321.050000000,144321.050508125
144321.050000000,144321.066666667,144321.067172500
144321.066666667,144321.083333333,144321.083820083
144321.083333333,144321.100000000,144321.100497083
144321.100000000,144321.116666667,144321.117149208
144321.116666667,144321.133333333,144321.133828958
144321.133333333,144321.150000000,144321.150485292
144321.150000000,144321.166666667,144321.167155208
144321.166666667,144321.183333333,144321.183825208
144321.183333333,144321.200000000,144321.200497250
144321.200000000,144321.216666667,144321.217152833
144321.216666667,144321.233333333,144321.233912792
144321.233333333,144321.250000000,144321.250467583
144321.250000000,144321.266666667,144321.267138333
144321.266666667,144321.283333333,144321.283810167
144321.283333333,144321.300000000,144321.300467833
144321.300000000,144321.316666667,144321.317137875
144321.316666667,144321.333333333,144321.333801208
144321.333333333,144321.350000000,144321.350465667
144321.350000000,144321.366666667,144321.367144208
144321.366666667,144321.383333333,144321.383804792
144321.383333333,144321.400000000,144321.400486583
144321.400000000,144321.416666667,144321.417138500
144321.416666667,144321.433333333,144321.433792708
144321.433333333,144321.450000000,144321.450462333
144321.450000000,144321.466666667,144321.467127167
144321.466666667,144321.483333333,144321.483811167
144321.483333333,144321.500000000,144321.500466833
144321.500000000,144321.516666667,144321.517140750
144321.516666667,144321.533333333,144321.533807500
144321.533333333,144321.550000000,144321.550483875
144321.550000000,144321.566666667,144321.567140083
144321.566666667,144321.583333333,144321.583816458
144321.583333333,144321.600000000,144321.600470375
144321.600000000,144321.616666667,144321.617140792
144321.616666667,144321.633333333,144321.633801292
144321.633333333,144321.650000000,144321.650476292
144321.650000000,144321.666666667,144321.667140333
144321.666666667,144321.683333333,144321.683799833
144321.683333333,144321.700000000,144321.700470167
144321.700000000,144321.716666667,144321.717129000
144321.716666667,144321.733333333,144321.733803792
144321.733333333,144321.750000000,144321.750454917
144321.750000000,144321.766666667,144321.767135500
144321.766666667,144321.783333333,144321.783808375
144321.783333333,144321.800000000,144321.800473042
144321.800000000,144321.816666667,144321.817131625
144321.816666667,144321.833333333,144321.833810833
144321.833333333,144321.850000000,144321.850475708
144321.850000000,144321.866666667,144321.867125958
144321.866666667,144321.883333333,144321.883800583
144321.883333333,144321.900000000,144321.900469000
144321.900000000,144321.916666667,144321.917151542
144321.916666667,144321.933333333,144321.933808750
144321.933333333,144321.950000000,144321.950470750
144321.950000000,144321.966666667,144321.967136542
144321.966666667,144321.983333333,144321.983808500
144321.983333333,144322.000000000,144322.000492667
144322.000000000,144322.016666667,144322.017155917
144322.016666667,144322.033333333,144322.033817917
144322.033333333,144322.050000000,144322.050489542
144322.050000000,144322.066666667,144322.067165792
144322.066666667,144322.083333333,144322.083818750
144322.083333333,144322.100000000,144322.100479208
144322.100000000,144322.116666667,144322.117145042
144322.116666667,144322.133333333,144322.133830583
144322.133333333,144322.150000000,144322.150485875
144322.150000000,144322.166666667,144322.167160458
144322.166666667,144322.183333333,144322.183854333
144322.183333333,144322.200000000,144322.200525792
144322.200000000,144322.216666667,144322.217167750
144322.216666667,144322.233333333,144322.233845917
144322.233333333,144322.250000000,144322.250520167
144322.250000000,144322.266666667,144322.267302875
144322.266666667,144322.283333333,144322.283828458
144322.283333333,144322.300000000,144322.300493833
144322.300000000,144322.316666667,144322.317165625
144322.316666667,144322.333333333,144322.333829542
144322.333333333,144322.350000000,144322.350497500
144322.350000000,144322.366666667,144322.367174000
144322.366666667,144322.383333333,144322.383831500
144322.383333333,144322.400000000,144322.400496208
144322.400000000,144322.416666667,144322.417150250
144322.416666667,144322.433333333,144322.433809167
144322.433333333,144322.450000000,144322.450477958
144322.450000000,144322.466666667,144322.467246042
144322.466666667,144322.483333333,144322.483896625
144322.483333333,144322.500000000,144322.500496792
144322.500000000,144322.516666667,144322.517174708
144322.516666667,144322.533333333,144322.533831292
144322.533333333,144322.550000000,144322.550498833
144322.550000000,144322.566666667,144322.567161292
144322.566666667,144322.583333333,144322.583826000
144322.583333333,144322.600000000,144322.600499375
144322.600000000,144322.616666667,144322.617166083
144322.616666667,144322.633333333,144322.633820083
144322.633333333,144322.650000000,144322.650494917
144322.650000000,144322.666666667,144322.667161083
144322.666666667,144322.683333333,144322.683829250
144322.683333333,144322.700000000,144322.700496958
144322.700000000,144322.716666667,144322.717159292
144322.716666667,144322.733333333,144322.733843333
144322.733333333,144322.750000000,144322.750482208
144322.750000000,144322.766666667,144322.767159167
144322.766666667,144322.783333333,144322.783828292
144322.783333333,144322.800000000,144322.800497667
144322.800000000,144322.816666667,144322.817169750
144322.816666667,144322.833333333,144322.833832083
144322.833333333,144322.850000000,144322.850489750
144322.850000000,144322.866666667,144322.867143000
144322.866666667,144322.883333333,144322.883788708
144322.883333333,144322.900000000,144322.900465083
144322.900000000,144322.916666667,144322.917136667
144322.916666667,144322.933333333,144322.933815333
144322.933333333,144322.950000000,144322.950489625
144322.950000000,144322.966666667,144322.967131250
144322.966666667,144322.983333333,144322.983792417
144322.983333333,144323.000000000,144323.000461042
144323.000000000,144323.016666667,144323.017132875
144323.016666667,144323.033333333,144323.033794375
144323.033333333,144323.050000000,144323.050456750
144323.050000000,144323.066666667,144323.067133000
144323.066666667,144323.083333333,144323.083798792
144323.083333333,144323.100000000,144323.100547625
144323.100000000,144323.116666667,144323.117122583
144323.116666667,144323.133333333,144323.133801250
144323.133333333,144323.150000000,144323.150474583
144323.150000000,144323.166666667,144323.167127583
144323.166666667,144323.183333333,144323.183806667
144323.183333333,144323.200000000,144323.200507958
144323.200000000,144323.216666667,144323.217138083
144323.216666667,144323.233333333,144323.233797708
144323.233333333,144323.250000000,144323.250464917
144323.250000000,144323.266666667,144323.267124708
144323.266666667,144323.283333333,144323.283818542
144323.283333333,144323.300000000,144323.300466833
144323.300000000,144323.316666667,144323.317150208
144323.316666667,144323.333333333,144323.333815083
144323.333333333,144323.350000000,144323.350484417
144323.350000000,144323.366666667,144323.367161875
144323.366666667,144323.383333333,144323.383801667
144323.383333333,144323.400000000,144323.400473375
144323.400000000,144323.416666667,144323.417181167
144323.416666667,144323.433333333,144323.433806208
144323.433333333,144323.450000000,144323.450470125
144323.450000000,144323.466666667,144323.467140917
144323.466666667,144323.483333333,144323.483802792
144323.483333333,144323.500000000,144323.500476333
144323.500000000,144323.516666667,144323.517134708
144323.516666667,144323.533333333,144323.533794208
144323.533333333,144323.550000000,144323.550477333
144323.550000000,144323.566666667,144323.567172708
144323.566666667,144323.583333333,144323.583827875
144323.583333333,144323.600000000,144323.600485375
144323.600000000,144323.616666667,144323.617158708
144323.616666667,144323.633333333,144323.633828208
144323.633333333,144323.650000000,144323.650487250
144323.650000000,144323.666666667,144323.667158625
144323.666666667,144323.683333333,144323.683829292
144323.683333333,144323.700000000,144323.700487708
144323.700000000,144323.716666667,144323.717150583
144323.716666667,144323.733333333,144323.733834625
144323.733333333,144323.750000000,144323.750492208
144323.750000000,144323.766666667,144323.767183542
144323.766666667,144323.783333333,144323.783858542
144323.783333333,144323.800000000,144323.800501583
144323.800000000,144323.816666667,144323.817164625
144323.816666667,144323.833333333,144323.833849958
144323.833333333,144323.850000000,144323.850523958
144323.850000000,144323.866666667,144323.867165583
144323.866666667,144323.883333333,144323.883855083
144323.883333333,144323.900000000,144323.900526792
144323.900000000,144323.916666667,144323.917219333
144323.916666667,144323.933333333,144323.933844667
144323.933333333,144323.950000000,144323.950507542
144323.950000000,144323.966666667,144323.967165042
144323.966666667,144323.983333333,144323.983843542
144323.983333333,144324.000000000,144324.000473042
144324.000000000,144324.016666667,144324.017148292
144324.016666667,144324.033333333,144324.033812375
144324.033333333,144324.050000000,144324.050493625
144324.050000000,144324.066666667,144324.067169250
144324.066666667,144324.083333333,144324.083833792
144324.083333333,144324.100000000,144324.100503167
144324.100000000,144324.116666667,144324.117176708
144324.116666667,144324.133333333,144324.133853875
144324.133333333,144324.150000000,144324.150488458
144324.150000000,144324.166666667,144324.167169667
144324.166666667,144324.183333333,144324.183861833
144324.183333333,144324.200000000,144324.200535542
144324.200000000,144324.216666667,144324.217162792
144324.216666667,144324.233333333,144324.233828875
144324.233333333,144324.250000000,144324.250496167
144324.250000000,144324.266666667,144324.267161542
144324.266666667,144324.283333333,144324.283837333
144324.283333333,144324.300000000,144324.300483542
144324.300000000,144324.316666667,144324.317151417
144324.316666667,144324.333333333,144324.333833250
144324.333333333,144324.350000000,144324.350532917
144324.350000000,144324.366666667,144324.367162542
144324.366666667,144324.383333333,144324.383906958
144324.383333333,144324.400000000,144324.400526792
144324.400000000,144324.416666667,144324.417129833
144324.416666667,144324.433333333,144324.433796083
144324.433333333,144324.450000000,144324.450577875
144324.450000000,144324.466666667,144324.467143375
144324.466666667,144324.483333333,144324.483801792
144324.483333333,144324.500000000,144324.500457083
144324.500000000,144324.516666667,144324.517137792
144324.516666667,144324.533333333,144324.533901917
144324.533333333,144324.550000000,144324.550474375
144324.550000000,144324.566666667,144324.567143833
144324.566666667,144324.583333333,144324.583806667
144324.583333333,144324.600000000,144324.600485292
144324.600000000,144324.616666667,144324.617126833
144324.616666667,144324.633333333,144324.633819542
144324.633333333,144324.650000000,144324.650485125
144324.650000000,144324.666666667,144324.667141125
144324.666666667,144324.683333333,144324.683814583
144324.683333333,144324.700000000,144324.700475958
144324.700000000,144324.716666667,144324.717138417
144324.716666667,144324.733333333,144324.733800833
144324.733333333,144324.750000000,144324.750464833
144324.750000000,144324.766666667,144324.767156917
144324.766666667,144324.783333333,144324.783817625
144324.783333333,144324.800000000,144324.800471708
144324.800000000,144324.816666667,144324.817149375
144324.816666667,144324.833333333,144324.833822500
144324.833333333,144324.850000000,144324.850476375
144324.850000000,144324.866666667,144324.867129167
144324.866666667,144324.883333333,144324.883798375
144324.883333333,144324.900000000,144324.900461375
144324.900000000,144324.916666667,144324.917131583
144324.916666667,144324.933333333,144324.933804417
144324.933333333,144324.950000000,144324.950464042
144324.950000000,144324.966666667,144324.967142292
144324.966666667,144324.983333333,144324.983809333
144324.983333333,144325.000000000,144325.000470417
144325.000000000,144325.016666667,144325.017129167
144325.016666667,144325.033333333,144325.033806875
144325.033333333,144325.050000000,144325.050470667
144325.050000000,144325.066666667,144325.067129250
144325.066666667,144325.083333333,144325.083795417
144325.083333333,144325.100000000,144325.100464333
144325.100000000,144325.116666667,144325.117155625
144325.116666667,144325.133333333,144325.133812333
144325.133333333,144325.150000000,144325.176013292
144325.178635708,144325.195302375,144325.183973417
144325.200000000,144325.216666667,144325.217158958
144325.216666667,144325.233333333,144325.233827583
144325.233333333,144325.250000000,144325.250487875
144325.250000000,144325.266666667,144325.267180833
144325.266666667,144325.283333333,144325.283823542
144325.283333333,144325.300000000,144325.300477708
144325.300000000,144325.316666667,144325.317157375
144325.316666667,144325.333333333,144325.333830917
144325.333333333,144325.350000000,144325.350494792
144325.350000000,144325.366666667,144325.367154458
144325.366666667,144325.383333333,144325.383816958
144325.383333333,144325.400000000,144325.400485667
144325.400000000,144325.416666667,144325.417156917
144325.416666667,144325.433333333,144325.433824333
144325.433333333,144325.450000000,144325.450478917
144325.450000000,144325.466666667,144325.467164333
144325.466666667,144325.483333333,144325.483826333
144325.483333333,144325.500000000,144325.500531583
144325.500000000,144325.516666667,144325.517167958
144325.516666667,144325.533333333,144325.533831667
144325.533333333,144325.550000000,144325.550502333
144325.550000000,144325.566666667,144325.567152667
144325.566666667,144325.583333333,144325.583821292
144325.583333333,144325.600000000,144325.600480500
144325.600000000,144325.616666667,144325.617147833
144325.616666667,144325.633333333,144325.633834875
144325.633333333,144325.650000000,144325.650494417
144325.650000000,144325.666666667,144325.667197667
144325.666666667,144325.683333333,144325.683826667
144325.683333333,144325.700000000,144325.700493250
144325.700000000,144325.716666667,144325.717174708
144325.716666667,144325.733333333,144325.733861750
144325.733333333,144325.750000000,144325.750509500
144325.750000000,144325.766666667,144325.767158333
144325.766666667,144325.783333333,144325.783845292
144325.783333333,144325.800000000,144325.800542833
144325.800000000,144325.816666667,144325.817174625
144325.816666667,144325.833333333,144325.833837708
144325.833333333,144325.850000000,144325.850503875
144325.850000000,144325.866666667,144325.867170042
144325.866666667,144325.883333333,144325.883829500
144325.883333333,144325.900000000,144325.900491292
144325.900000000,144325.916666667,144325.917158208
144325.916666667,144325.933333333,144325.933865792
144325.933333333,144325.950000000,144325.950517958
144325.950000000,144325.966666667,144325.967183333
144325.966666667,144325.983333333,144325.983826583
144325.983333333,144326.000000000,144326.000468917
144326.000000000,144326.016666667,144326.017128375
144326.016666667,144326.033333333,144326.033826083
144326.033333333,144326.050000000,144326.050462792
144326.050000000,144326.066666667,144326.067129083
144326.066666667,144326.083333333,144326.083795000
144326.083333333,144326.100000000,144326.100467125
144326.100000000,144326.116666667,144326.117124708
144326.116666667,144326.133333333,144326.133809167
144326.133333333,144326.150000000,144326.150465708
144326.150000000,144326.166666667,144326.167140125
144326.166666667,144326.183333333,144326.183804458
144326.183333333,144326.200000000,144326.200467750
144326.200000000,144326.216666667,144326.217128458
144326.216666667,144326.233333333,144326.233815708
144326.233333333,144326.250000000,144326.250471292
144326.250000000,144326.266666667,144326.267140583
144326.266666667,144326.283333333,144326.283804125
144326.283333333,144326.300000000,144326.300484875
144326.300000000,144326.316666667,144326.317137833
144326.316666667,144326.333333333,144326.333801292
144326.333333333,144326.350000000,144326.350467250
144326.350000000,144326.366666667,144326.367149833
144326.366666667,144326.383333333,144326.383809542
144326.383333333,144326.400000000,144326.400482000
144326.400000000,144326.416666667,144326.417138667
144326.416666667,144326.433333333,144326.433810125
144326.433333333,144326.450000000,144326.450493125
144326.450000000,144326.466666667,144326.467144042
144326.466666667,144326.483333333,144326.483818792
144326.483333333,144326.500000000,144326.500476417
144326.500000000,144326.516666667,144326.517133958
144326.516666667,144326.533333333,144326.533805375
144326.533333333,144326.550000000,144326.550464375
